ongress,number,bill_type,is_alive,current_status,committees, cosponsors, current_status_date, current_status_description, introduced_date, sponsor, sponsor_role,title_without_number
108,3602,house_bill,False,referred,,,2003-11-21,"This bill was introduced on November 21, 2003, in a previous session of Congress, but was not enacted.",2003-11-21,{},{},Children’s Access to Vision Act of 2003
111,1956,house_bill,False,referred,,,2009-04-02,"This bill was introduced on April 2, 2009, in a previous session of Congress, but was not enacted.",2009-04-02,{},{},Crime Victim Restitution and Court Fee Intercept Act
111,4065,house_bill,False,referred,,,2009-11-07,"This bill was introduced on November 7, 2009, in a previous session of Congress, but was not enacted.",2009-11-07,{},{},Foreign Language Education Partnership Program Act
108,194,house_resolution,False,passed_simpleres,,,2003-07-16,"This simple resolution was agreed to on July 16, 2003. That is the end of the legislative process for a simple resolution.",2003-04-10,{},{},Regarding the importance of international efforts to abolish slavery and other human rights abuses in the Sudan.
112,2524,house_bill,False,referred,,,2011-07-13,"This bill was introduced on July 13, 2011, in a previous session of Congress, but was not enacted.",2011-07-13,{},{},Microenterprise Empowerment and Job Creation Act of 2011
111,1958,house_bill,False,referred,,,2009-04-02,"This bill was introduced on April 2, 2009, in a previous session of Congress, but was not enacted.",2009-04-02,{},{},"To amend the Military Construction Authorization Act, 1974 to repeal the limitation on the authorized uses of the former bombardment area on the island of Culebra and the prohibition on Federal Government responsibility for decontamination of the area."
112,2529,house_bill,False,referred,,,2011-07-14,"This bill was introduced on July 14, 2011, in a previous session of Congress, but was not enacted.",2011-07-14,{},{},Restoring Access to Medication Act
110,5167,house_bill,False,pass_over_house,,,2008-09-15,"This bill was introduced in a previous session of Congress and was passed by the House on September 15, 2008 but was never passed by the Senate.",2008-01-29,{},{},Justice for Victims of Torture and Terrorism Act
110,5161,house_bill,False,reported,,,2008-02-27,"This bill was introduced on February 27, 2008, in a previous session of Congress, but was not enacted.",2008-01-29,{},{},Green Transportation Infrastructure Research and Technology Transfer Act
110,5160,house_bill,False,referred,,,2008-01-29,"This bill was introduced on January 29, 2008, in a previous session of Congress, but was not enacted.",2008-01-29,{},{},SAVE Act of 2008
106,2529,house_bill,False,referred,,,1999-07-15,"This bill was introduced on July 15, 1999, in a previous session of Congress, but was not enacted.",1999-07-15,{},{},To take certain steps toward recognition by the United States of Jerusalem as the capital of Israel.
111,4545,house_bill,False,referred,,,2010-01-27,"This bill was introduced on January 27, 2010, in a previous session of Congress, but was not enacted.",2010-01-27,{},{},Rural Broadband Initiative Act of 2010
111,4544,house_bill,False,referred,,,2010-01-27,"This bill was introduced on January 27, 2010, in a previous session of Congress, but was not enacted.",2010-01-27,{},{},Elizabeth A. Connelly Act
110,3406,house_bill,False,referred,,,2007-08-03,"This bill was introduced on August 3, 2007, in a previous session of Congress, but was not enacted.",2007-08-03,{},{},Success in the Middle Act of 2007
110,3407,house_bill,False,referred,,,2007-08-03,"This bill was introduced on August 3, 2007, in a previous session of Congress, but was not enacted.",2007-08-03,{},{},Positive Behavior for Effective Schools Act
111,4541,house_bill,False,referred,,,2010-01-27,"This bill was introduced on January 27, 2010, in a previous session of Congress, but was not enacted.",2010-01-27,{},{},Veterans Pensions Protection Act of 2010
109,923,house_bill,False,reported,,,2005-09-29,"This bill was introduced on September 29, 2005, in a previous session of Congress, but was not enacted.",2005-02-17,{},{},Supply Our Soldiers Act of 2005
106,306,house_bill,False,referred,,,1999-01-06,"This bill was introduced on January 6, 1999, in a previous session of Congress, but was not enacted.",1999-01-06,{},{},Genetic Information Nondiscrimination in Health Insurance Act
110,3403,house_bill,False,enacted_signed,,,2008-07-23,"This bill was enacted after being signed by the President on July 23, 2008.",2007-08-03,{},{},NET 911 Improvement Act of 2008
105,4275,house_bill,False,reported,,,1998-07-23,"This bill was introduced on July 23, 1998, in a previous session of Congress, but was not enacted.",1998-07-20,{},{},Economic Development Partnership Act of 1998
105,4276,house_bill,False,pass_back_senate,,,1998-08-31,"This bill was introduced in a previous session of Congress and though it was passed by both chambers on August 31, 1998 it was passed in non-identical forms and the differences were never resolved.",1998-07-20,{},{},"Departments of Commerce, Justice, and State, the Judiciary, and Related Agencies Appropriations Act, 1999"
111,4549,house_bill,False,referred,,,2010-01-27,"This bill was introduced on January 27, 2010, in a previous session of Congress, but was not enacted.",2010-01-27,{},{},Small Business Innovation to Job Creation Act of 2010
108,2264,senate_bill,False,enacted_signed,,,2004-08-02,"This bill was enacted after being signed by the President on August 2, 2004.",2004-03-31,{},{},Northern Uganda Crisis Response Act
109,3576,house_bill,False,referred,,,2005-07-28,"This bill was introduced on July 28, 2005, in a previous session of Congress, but was not enacted.",2005-07-28,{},{},Leave No Abused or Neglected Child Behind Act
109,6057,house_bill,False,referred,,,2006-09-12,"This bill was introduced on September 12, 2006, in a previous session of Congress, but was not enacted.",2006-09-12,{},{},To amend the Internal Revenue Code of 1986 to provide for the indexing of certain assets for purposes of determining gain or loss.
109,6054,house_bill,False,reported,,,2006-09-13,"This bill was introduced on September 13, 2006, in a previous session of Congress, but was not enacted.",2006-09-12,{},{},Military Commissions Act of 2006
112,619,senate_bill,False,referred,,,2011-03-17,"This bill was introduced on March 17, 2011, in a previous session of Congress, but was not enacted.",2011-03-17,{},{},STEM 2 Act
111,2239,house_bill,False,referred,,,2009-05-04,"This bill was introduced on May 4, 2009, in a previous session of Congress, but was not enacted.",2009-05-04,{},{},Secondary School Innovation Fund Act
107,312,house_concurrent_resolution,False,prov_kill_suspensionfailed,,,2002-02-06,"This resolution was introduced in a previous session of Congress but was killed due to a failed vote for cloture, under a fast-track vote called ""suspension"", or while resolving differences on February 6, 2002.",2002-02-05,{},{},Expressing the sense of the House of Representatives that the scheduled tax relief provided for by the Economic Growth and Tax Relief Reconciliation Act of 2001 passed by a bipartisan majority in Congress should not be suspended or repealed.
111,2236,house_bill,False,referred,,,2009-05-04,"This bill was introduced on May 4, 2009, in a previous session of Congress, but was not enacted.",2009-05-04,{},{},Grieving Families Insurance Protection Act of 2009
111,2231,house_bill,False,referred,,,2009-05-04,"This bill was introduced on May 4, 2009, in a previous session of Congress, but was not enacted.",2009-05-04,{},{},Public Health Emergency Response Act of 2009
109,3579,house_bill,False,referred,,,2005-07-28,"This bill was introduced on July 28, 2005, in a previous session of Congress, but was not enacted.",2005-07-28,{},{},Blinded Veterans Continuum of Care Act of 2005
106,3125,house_bill,False,prov_kill_suspensionfailed,,,2000-07-17,"This bill was introduced in a previous session of Congress but was killed due to a failed vote for cloture, under a fast-track vote called ""suspension"", or while resolving differences on July 17, 2000.",1999-10-21,{},{},Internet Gambling Prohibition Act of 2000
111,2606,house_bill,False,referred,,,2009-05-21,"This bill was introduced on May 21, 2009, in a previous session of Congress, but was not enacted.",2009-05-21,{},{},Home Buying Credit Expansion Act
110,6536,house_bill,False,referred,,,2008-07-17,"This bill was introduced on July 17, 2008, in a previous session of Congress, but was not enacted.",2008-07-17,{},{},Tibetan Refugee Assistance Act of 2008
111,881,house_bill,False,referred,,,2009-02-04,"This bill was introduced on February 4, 2009, in a previous session of Congress, but was not enacted.",2009-02-04,{},{},Right to Life Act
111,885,house_bill,False,pass_over_house,,,2009-06-08,"This bill was introduced in a previous session of Congress and was passed by the House on June 8, 2009 but was never passed by the Senate.",2009-02-04,{},{},Improved Financial and Commodity Markets Oversight and Accountability Act
109,2992,house_bill,False,referred,,,2005-06-20,"This bill was introduced on June 20, 2005, in a previous session of Congress, but was not enacted.",2005-06-20,{},{},True Reinvestment for Amtrak Infrastructure in the 21st Century Act
111,889,house_bill,False,referred,,,2009-02-04,"This bill was introduced on February 4, 2009, in a previous session of Congress, but was not enacted.",2009-02-04,{},{},Save American Energy Act
109,2990,house_bill,False,pass_over_house,,,2006-07-12,"This bill was introduced in a previous session of Congress and was passed by the House on July 12, 2006 but was never passed by the Senate.",2005-06-20,{},{},Credit Rating Agency Duopoly Relief Act of 2006
107,1406,house_bill,False,referred,,,2001-04-04,"This bill was introduced on April 4, 2001, in a previous session of Congress, but was not enacted.",2001-04-04,{},{},Gulf War Undiagnosed Illness Act of 2001
107,1155,house_bill,False,referred,,,2001-03-21,"This bill was introduced on March 21, 2001, in a previous session of Congress, but was not enacted.",2001-03-21,{},{},"To amend the Animal Welfare Act to strike the limitation that permits interstate movement of live birds, for the purpose of fighting, to States in which animal fighting is lawful."
112,2459,house_bill,False,referred,,,2011-07-08,"This bill was introduced on July 8, 2011, in a previous session of Congress, but was not enacted.",2011-07-08,{},{},Safe Roads Act of 2011
107,1400,house_bill,False,referred,,,2001-04-04,"This bill was introduced on April 4, 2001, in a previous session of Congress, but was not enacted.",2001-04-04,{},{},Prescription Drug Fairness for Seniors Act of 2001
107,1158,house_bill,False,referred,,,2001-03-21,"This bill was introduced on March 21, 2001, in a previous session of Congress, but was not enacted.",2001-03-21,{},{},National Homeland Security Agency Act
111,896,house_resolution,False,passed_simpleres,,,2009-11-06,"This simple resolution was agreed to on November 6, 2009. That is the end of the legislative process for a simple resolution.",2009-11-06,{},{},"Providing for the concurrence by the House in the Senate amendment to H.R. 1299, with an amendment."
110,5796,house_bill,False,referred,,,2008-04-15,"This bill was introduced on April 15, 2008, in a previous session of Congress, but was not enacted.",2008-04-15,{},{},Foreclosure Prevention Act of 2008
107,641,house_bill,False,referred,,,2001-02-14,"This bill was introduced on February 14, 2001, in a previous session of Congress, but was not enacted.",2001-02-14,{},{},National Collegiate and Amateur Athletic Protection Act of 2001
108,964,house_bill,False,referred,,,2003-02-27,"This bill was introduced on February 27, 2003, in a previous session of Congress, but was not enacted.",2003-02-27,{},{},Electric Refund Fairness Act of 2003
112,2958,house_bill,False,referred,,,2011-09-15,"This bill was introduced on September 15, 2011, in a previous session of Congress, but was not enacted.",2011-09-15,{},{},Federal Employee Short-Term Disability Insurance Act of 2011
111,840,house_resolution,False,referred,,,2009-10-15,"This resolution was introduced on October 15, 2009, in a previous session of Congress, but was not enacted.",2009-10-15,{},{},"Condemning continuing violations of religious freedom in the Middle East, and for other purposes."
110,5792,house_bill,False,referred,,,2008-04-15,"This bill was introduced on April 15, 2008, in a previous session of Congress, but was not enacted.",2008-04-15,{},{},Increasing Insurance Coverage Options for Consumers Act of 2008
107,1372,senate_bill,False,enacted_signed,,,2002-06-14,"This bill was enacted after being signed by the President on June 14, 2002.",2001-08-03,{},{},Export-Import Bank Reauthorization Act of 2002
107,5093,house_bill,False,pass_over_house,,,2002-07-17,"This bill was introduced in a previous session of Congress and was passed by the House on July 17, 2002 but was never passed by the Senate.",2002-07-11,{},{},"Department of the Interior and Related Agencies Appropriations Act, 2003"
110,2758,house_bill,False,referred,,,2007-06-15,"This bill was introduced on June 15, 2007, in a previous session of Congress, but was not enacted.",2007-06-15,{},{},Northern California Ocean and Coastal Protection Act
107,5095,house_bill,False,referred,,,2002-07-11,"This bill was introduced on July 11, 2002, in a previous session of Congress, but was not enacted.",2002-07-11,{},{},American Competitiveness and Corporate Accountability Act of 2002
108,1554,senate_bill,False,referred,,,2003-08-01,"This bill was introduced on August 1, 2003, in a previous session of Congress, but was not enacted.",2003-08-01,{},{},Pathways for All Students to Succeed Act
110,2201,house_bill,False,referred,,,2007-05-08,"This bill was introduced on May 8, 2007, in a previous session of Congress, but was not enacted.",2007-05-08,{},{},Caring for Veterans with Traumatic Brain Injury Act of 2007
110,2203,house_bill,False,referred,,,2007-05-08,"This bill was introduced on May 8, 2007, in a previous session of Congress, but was not enacted.",2007-05-08,{},{},Improving Supplemental Education by Ensuring Parental Awareness Act
110,5791,house_bill,False,referred,,,2008-04-15,"This bill was introduced on April 15, 2008, in a previous session of Congress, but was not enacted.",2008-04-15,{},{},National Guard and Reserve Readiness Act of 2008
110,2205,house_bill,False,referred,,,2007-05-08,"This bill was introduced on May 8, 2007, in a previous session of Congress, but was not enacted.",2007-05-08,{},{},Retirement Security for Life Act of 2007
109,114,senate_bill,False,referred,,,2005-01-24,"This bill was introduced on January 24, 2005, in a previous session of Congress, but was not enacted.",2005-01-24,{},{},Kids Come First Act of 2005
109,2194,house_bill,False,referred,,,2005-05-05,"This bill was introduced on May 5, 2005, in a previous session of Congress, but was not enacted.",2005-05-05,{},{},Law Enforcement Protection Act of 2005
107,399,house_bill,False,referred,,,2001-02-06,"This bill was introduced on February 6, 2001, in a previous session of Congress, but was not enacted.",2001-02-06,{},{},To authorize the President to present gold medals on behalf of the Congress to former President Jimmy Carter and his wife Rosalynn Carter in recognition of their service to the Nation.
110,588,senate_bill,False,referred,,,2007-02-14,"This bill was introduced on February 14, 2007, in a previous session of Congress, but was not enacted.",2007-02-14,{},{},Resident Physician Shortage Reduction Act of 2007
107,396,house_bill,False,referred,,,2001-02-06,"This bill was introduced on February 6, 2001, in a previous session of Congress, but was not enacted.",2001-02-06,{},{},"To amend the emergency crop loss assistance provisions of the Agriculture, Rural Development, Food and Drug Administration, and Related Agencies Appropriations Act, 2001, to respond to the severe economic losses being incurred by crop producers, livestock and poultry producers, and greenhouse operators as a result of the sharp increase in energy prices."
112,1386,house_bill,False,referred,,,2011-04-06,"This bill was introduced on April 6, 2011, in a previous session of Congress, but was not enacted.",2011-04-06,{},{},"Health Outcomes, Planning, and Education for Alzheimer’s Act"
107,460,house_bill,False,referred,,,2001-02-06,"This bill was introduced on February 6, 2001, in a previous session of Congress, but was not enacted.",2001-02-06,{},{},Transparency and Responsibility for United States Trade Health Act of 2001
111,3496,senate_bill,False,referred,,,2010-06-16,"This bill was introduced on June 16, 2010, in a previous session of Congress, but was not enacted.",2010-06-16,{},{},Debt Buy-Down Act
111,896,senate_bill,False,enacted_signed,,,2009-05-20,"This bill was enacted after being signed by the President on May 20, 2009.",2009-04-24,{},{},Helping Families Save Their Homes Act of 2009
110,5798,house_bill,False,referred,,,2008-04-15,"This bill was introduced on April 15, 2008, in a previous session of Congress, but was not enacted.",2008-04-15,{},{},Homefront Heroes Tax Relief Act of 2008
109,5416,house_bill,False,referred,,,2006-05-18,"This bill was introduced on May 18, 2006, in a previous session of Congress, but was not enacted.",2006-05-18,{},{},Valley Fever Vaccine Development Act
110,6928,house_bill,False,referred,,,2008-09-17,"This bill was introduced on September 17, 2008, in a previous session of Congress, but was not enacted.",2008-09-17,{},{},After School Partnerships Improve Results in Education Act
107,5272,house_bill,False,referred,,,2002-07-26,"This bill was introduced on July 26, 2002, in a previous session of Congress, but was not enacted.",2002-07-26,{},{},Prescription Drug Fair Competition Act of 2002
106,1875,house_bill,False,pass_over_house,,,1999-09-23,"This bill was introduced in a previous session of Congress and was passed by the House on September 23, 1999 but was never passed by the Senate.",1999-05-19,{},{},Interstate Class Action Jurisdiction Act of 1999
111,826,senate_bill,False,referred,,,2009-04-03,"This bill was introduced on April 3, 2009, in a previous session of Congress, but was not enacted.",2009-04-03,{},{},American Renewable Energy Act of 2009
110,6922,house_bill,False,referred,,,2008-09-17,"This bill was introduced on September 17, 2008, in a previous session of Congress, but was not enacted.",2008-09-17,{},{},To amend the Small Business Act to provide low-interest loans to small business concerns providing transportation services to assist them in dealing with high motor fuel prices.
109,5507,house_bill,False,referred,,,2006-05-25,"This bill was introduced on May 25, 2006, in a previous session of Congress, but was not enacted.",2006-05-25,{},{},Securing the Homeland Through Agency Reporting Enhancement Act
107,2489,senate_bill,False,reported,,,2002-07-11,"This bill was introduced on July 11, 2002, in a previous session of Congress, but was not enacted.",2002-05-09,{},{},Lifespan Respite Care Act of 2002
108,1614,house_bill,False,reported,,,2003-05-21,"This bill was introduced on May 21, 2003, in a previous session of Congress, but was not enacted.",2003-04-03,{},{},HOPE VI Program Reauthorization and Small Community Mainstreet Rejuvenation and Housing Act of 2003
105,3466,house_bill,False,referred,,,1998-03-16,"This bill was introduced on March 16, 1998, in a previous session of Congress, but was not enacted.",1998-03-16,{},{},To amend the Internal Revenue Code of 1986 to provide additional incentives for the use of clean-fuel vehicles by enterprise zone businesses within empowerment zones.
109,5642,house_bill,False,referred,,,2006-06-20,"This bill was introduced on June 20, 2006, in a previous session of Congress, but was not enacted.",2006-06-20,{},{},Safe Climate Act of 2006
109,5646,house_bill,False,enacted_signed,,,2006-12-20,"This bill was enacted after being signed by the President on December 20, 2006.",2006-06-20,{},{},To study and promote the use of energy efficient computer servers in the United States.
111,1274,house_resolution,False,referred,,,2010-04-20,"This resolution was introduced on April 20, 2010, in a previous session of Congress, but was not enacted.",2010-04-20,{},{},"Honoring the historic and community significance of the Chatham County Courthouse and expressing condolences to Chatham County and the town of Pittsboro for the fire damage sustained by the courthouse on March 25, 2010."
109,5644,house_bill,False,referred,,,2006-06-20,"This bill was introduced on June 20, 2006, in a previous session of Congress, but was not enacted.",2006-06-20,{},{},Green Energy Education Act of 2006
109,1080,house_bill,False,referred,,,2005-03-03,"This bill was introduced on March 3, 2005, in a previous session of Congress, but was not enacted.",2005-03-03,{},{},Information Protection and Security Act
109,1083,house_bill,False,referred,,,2005-03-03,"This bill was introduced on March 3, 2005, in a previous session of Congress, but was not enacted.",2005-03-03,{},{},Methamphetamine Reduction Act of 2005
107,3008,house_bill,False,pass_over_house,,,2001-12-06,"This bill was introduced in a previous session of Congress and was passed by the House on December 6, 2001 but was never passed by the Senate.",2001-10-03,{},{},Import Competition bill
107,3009,house_bill,False,enacted_signed,,,2002-08-06,"This bill was enacted after being signed by the President on August 6, 2002.",2001-10-03,{},{},Trade Act of 2002
107,3000,house_bill,False,referred,,,2001-10-02,"This bill was introduced on October 2, 2001, in a previous session of Congress, but was not enacted.",2001-10-02,{},{},Low-to-Moderate Income Home Ownership Tax Credit Act
107,3005,house_bill,False,pass_over_house,,,2001-12-06,"This bill was introduced in a previous session of Congress and was passed by the House on December 6, 2001 but was never passed by the Senate.",2001-10-03,{},{},Bipartisan Trade Promotion Authority Act of 2002
108,4607,house_bill,False,referred,,,2004-06-17,"This bill was introduced on June 17, 2004, in a previous session of Congress, but was not enacted.",2004-06-17,{},{},National Oceanic and Atmospheric Administration Organic Act of 2004
111,3126,house_bill,False,reported,,,2009-10-22,"This bill was introduced on October 22, 2009, in a previous session of Congress, but was not enacted.",2009-07-08,{},{},Consumer Financial Protection Agency Act of 2009
111,3127,house_bill,False,referred,,,2009-07-08,"This bill was introduced on July 8, 2009, in a previous session of Congress, but was not enacted.",2009-07-08,{},{},"To direct the Architect of the Capitol to acquire a statue of “The Unknown Slave” for permanent display in Emancipation Hall in the Capitol Visitor Center, and for other purposes."
111,6445,house_bill,False,referred,,,2010-11-18,"This bill was introduced on November 18, 2010, in a previous session of Congress, but was not enacted.",2010-11-18,{},{},Carolinas Revolutionary Road National Heritage Area Act
111,6334,house_bill,False,referred,,,2010-09-29,"This bill was introduced on September 29, 2010, in a previous session of Congress, but was not enacted.",2010-09-29,{},{},American Community Investment Reform Act of 2010
111,3123,house_bill,False,pass_over_house,,,2009-09-29,"This bill was introduced in a previous session of Congress and was passed by the House on September 29, 2009 but was never passed by the Senate.",2009-07-08,{},{},"To direct the Secretary of the Interior, acting through the Bureau of Reclamation, to remedy problems caused by a collapsed drainage tunnel in Leadville, Colorado, and for other purposes."
111,3121,house_bill,False,referred,,,2009-07-07,"This bill was introduced on July 7, 2009, in a previous session of Congress, but was not enacted.",2009-07-07,{},{},"To authorize and request the President to award the Medal of Honor to Richard D. Winters, of Hershey, Pennsylvania, for acts of valor on June 6, 1944, in Normandy, France, while an officer in the 101st Airborne Division."
111,1014,house_resolution,False,passed_simpleres,,,2010-02-02,"This simple resolution was agreed to on February 2, 2010. That is the end of the legislative process for a simple resolution.",2010-01-13,{},{},Recognizing and supporting the goals and ideals of North American Inclusion Month.
112,173,house_resolution,False,referred,,,2011-03-16,"This resolution was introduced on March 16, 2011, in a previous session of Congress, but was not enacted.",2011-03-16,{},{},Amending the Rules of the House of Representatives to prohibit the consideration of any bill or joint resolution that appropriates foreign assistance for more than one country.
108,1385,house_bill,False,pass_over_house,,,2004-01-27,"This bill was introduced in a previous session of Congress and was passed by the House on January 27, 2004 but was never passed by the Senate.",2003-03-20,{},{},"To extend the provision of title 39, United States Code, under which the United States Postal Service is authorized to issue a special postage stamp to benefit breast cancer research."
111,1011,house_resolution,False,passed_simpleres,,,2010-01-26,"This simple resolution was agreed to on January 26, 2010. That is the end of the legislative process for a simple resolution.",2010-01-13,{},{},Recognizing the importance of cervical health and of detecting cervical cancer during its earliest stages and supporting the goals and ideals of Cervical Health Awareness Month.
112,177,house_resolution,False,referred,,,2011-03-17,"This resolution was introduced on March 17, 2011, in a previous session of Congress, but was not enacted.",2011-03-17,{},{},"Expressing support for internal rebuilding, resettlement, and reconciliation within Sri Lanka that are necessary to ensure a lasting peace."
108,1381,house_bill,False,referred,,,2003-03-20,"This bill was introduced on March 20, 2003, in a previous session of Congress, but was not enacted.",2003-03-20,{},{},Living Organ Donor Job Security Act of 2003
110,6181,house_bill,False,referred,,,2008-06-04,"This bill was introduced on June 4, 2008, in a previous session of Congress, but was not enacted.",2008-06-04,{},{},American Heroes’ Homeownership Assistance Act of 2008
111,4335,house_bill,False,referred,,,2009-12-16,"This bill was introduced on December 16, 2009, in a previous session of Congress, but was not enacted.",2009-12-16,{},{},Prison Abuse Remedies Act of 2009
111,3874,senate_bill,False,enacted_signed,,,2011-01-04,"This bill was enacted after being signed by the President on January 4, 2011.",2010-09-29,{},{},Reduction of Lead in Drinking Water Act
109,1335,house_bill,False,referred,,,2005-03-16,"This bill was introduced on March 16, 2005, in a previous session of Congress, but was not enacted.",2005-03-16,{},{},"To amend title 5, United States Code, to increase the mandatory retirement age for members of the Capitol Police from 57 to 60 years of age."
110,1257,house_bill,False,pass_over_house,,,2007-04-20,"This bill was introduced in a previous session of Congress and was passed by the House on April 20, 2007 but was never passed by the Senate.",2007-03-01,{},{},Shareholder Vote on Executive Compensation Act
111,193,house_resolution,False,referred,,,2009-02-25,"This resolution was introduced on February 25, 2009, in a previous session of Congress, but was not enacted.",2009-02-25,{},{},Expressing support for National Facial Protection Month.
110,1252,house_bill,False,pass_over_house,,,2007-05-23,"This bill was introduced in a previous session of Congress and was passed by the House on May 23, 2007 but was never passed by the Senate.",2007-02-28,{},{},Federal Price Gouging Prevention Act
111,847,house_resolution,False,referred,,,2009-10-20,"This resolution was introduced on October 20, 2009, in a previous session of Congress, but was not enacted.",2009-10-20,{},{},Expressing the sense of the House of Representatives that any conference committee or other meetings held to determine the content of national health care legislation be conducted in public under the watchful eye of the people of the United States.
110,424,house_resolution,False,referred,,,2007-05-21,"This resolution was introduced on May 21, 2007, in a previous session of Congress, but was not enacted.",2007-05-21,{},{},"Expressing the sense of the House of Representatives that there should be established a National Brain Cancer Awareness Month, and for other purposes."
110,2976,house_bill,False,referred,,,2007-07-10,"This bill was introduced on July 10, 2007, in a previous session of Congress, but was not enacted.",2007-07-10,{},{},Saudi Arabia Accountability Act of 2007
110,522,senate_bill,False,referred,,,2007-02-07,"This bill was introduced on February 7, 2007, in a previous session of Congress, but was not enacted.",2007-02-07,{},{},Intellectual Property Rights Enforcement Act
107,1903,senate_bill,False,referred,,,2002-01-28,"This bill was introduced on January 28, 2002, in a previous session of Congress, but was not enacted.",2002-01-28,{},{},BRIDGE Act of 2002
111,4333,house_bill,False,referred,,,2009-12-16,"This bill was introduced on December 16, 2009, in a previous session of Congress, but was not enacted.",2009-12-16,{},{},Children’s Fruit and Vegetable Act of 2009
108,1160,house_bill,False,referred,,,2003-03-06,"This bill was introduced on March 6, 2003, in a previous session of Congress, but was not enacted.",2003-03-06,{},{},Milk Import Tariff Equity Act
108,1165,house_bill,False,referred,,,2003-03-06,"This bill was introduced on March 6, 2003, in a previous session of Congress, but was not enacted.",2003-03-06,{},{},National Computer Recycling Act
106,1059,senate_bill,False,enacted_signed,,,1999-10-05,"This bill was enacted after being signed by the President on October 5, 1999.",1999-05-17,{},{},National Defense Authorization Act for Fiscal Year 2000
112,4800,house_bill,False,referred,,,2012-04-25,"This bill was introduced on April 25, 2012, in a previous session of Congress, but was not enacted.",2012-04-25,{},{},To suspend temporarily the rate of duty on certain single serve and full pot coffee makers.
110,25,house_concurrent_resolution,False,pass_over_house,,,2007-10-15,"This resolution was introduced in a previous session of Congress and was passed by the House on October 15, 2007 but was never passed by the Senate.",2007-01-10,{},{},"Expressing the sense of Congress that it is the goal of the United States that, not later than January 1, 2025, the agricultural, forestry, and working land of the United States should provide from renewable resources not less than 25 percent of the total energy consumed in the United States and continue to produce safe, abundant, and affordable food, feed, and fiber."
110,21,house_concurrent_resolution,False,pass_over_house,,,2007-06-20,"This resolution was introduced in a previous session of Congress and was passed by the House on June 20, 2007 but was never passed by the Senate.",2007-01-09,{},{},Calling on the United Nations Security Council to charge Iranian leader Mahmoud Ahmadinejad with violating the 1948 Convention on the Prevention and Punishment of the Crime of Genocide and United Nations Charter because of his calls for the destruction of the State of Israel.
110,3063,house_bill,False,referred,,,2007-07-17,"This bill was introduced on July 17, 2007, in a previous session of Congress, but was not enacted.",2007-07-17,{},{},Martin Van Buren National Historic Site Boundary Revision Act
106,4205,house_bill,False,enacted_signed,,,2000-10-30,"This bill was enacted after being signed by the President on October 30, 2000.",2000-04-06,{},{},Floyd D. Spence National Defense Authorization Act for Fiscal Year 2001
106,4200,house_bill,False,referred,,,2000-04-06,"This bill was introduced on April 6, 2000, in a previous session of Congress, but was not enacted.",2000-04-06,{},{},American Worker Information Technology Skills Improvement Act of 2000 (AWITSIA)
106,4201,house_bill,False,pass_over_house,,,2000-06-20,"This bill was introduced in a previous session of Congress and was passed by the House on June 20, 2000 but was never passed by the Senate.",2000-04-06,{},{},Noncommercial Broadcasting Freedom of Expression Act of 2000
111,800,house_resolution,False,passed_simpleres,,,2009-10-15,"This simple resolution was agreed to on October 15, 2009. That is the end of the legislative process for a simple resolution.",2009-10-06,{},{},Expressing sympathy for the citizens of the Philippines dealing with Tropical Storm Ketsana and Typhoon Parma.
110,2851,house_bill,False,enacted_signed,,,2008-10-09,"This bill was enacted after being signed by the President on October 9, 2008.",2007-06-25,{},{},Michelle’s Law
109,4597,house_bill,False,referred,,,2005-12-16,"This bill was introduced on December 16, 2005, in a previous session of Congress, but was not enacted.",2005-12-16,{},{},Code Talkers Recognition Act
109,4596,house_bill,False,referred,,,2005-12-16,"This bill was introduced on December 16, 2005, in a previous session of Congress, but was not enacted.",2005-12-16,{},{},Sowing the Seeds Through Science and Engineering Research Act
108,1770,senate_bill,False,referred,,,2003-10-21,"This bill was introduced on October 21, 2003, in a previous session of Congress, but was not enacted.",2003-10-21,{},{},Indian Money Account Claim Satisfaction Act of 2003
111,3781,house_bill,False,referred,,,2009-10-08,"This bill was introduced on October 8, 2009, in a previous session of Congress, but was not enacted.",2009-10-08,{},{},Target Practice and Marksmanship Training Support Act
110,325,house_bill,False,referred,,,2007-01-09,"This bill was introduced on January 9, 2007, in a previous session of Congress, but was not enacted.",2007-01-09,{},{},SPEAK Act
110,324,house_bill,False,referred,,,2007-01-09,"This bill was introduced on January 9, 2007, in a previous session of Congress, but was not enacted.",2007-01-09,{},{},Working Families Wage and Access to Health Care Act
110,327,house_bill,False,enacted_signed,,,2007-11-05,"This bill was enacted after being signed by the President on November 5, 2007.",2007-01-09,{},{},Joshua Omvig Veterans Suicide Prevention Act
110,5312,house_bill,False,referred,,,2008-02-07,"This bill was introduced on February 7, 2008, in a previous session of Congress, but was not enacted.",2008-02-07,{},{},Automobile Arbitration Fairness Act of 2008
112,414,house_bill,False,referred,,,2011-01-25,"This bill was introduced on January 25, 2011, in a previous session of Congress, but was not enacted.",2011-01-25,{},{},Presidential Funding Act
112,410,house_bill,False,referred,,,2011-01-24,"This bill was introduced on January 24, 2011, in a previous session of Congress, but was not enacted.",2011-01-24,{},{},To amend the Immigration and Nationality Act to provide for compensation to States incarcerating undocumented aliens charged with a felony or two or more misdemeanors.
